8.12305164,7.98290576,7.85562872,7.74869792,7.67075601,7.63001219,7.63174403,7.67619636,7.75848441,7.87057412,8.00379201,8.15050508,8.30473964,8.46213736,8.61965564,8.77523661,8.92752850,9.07567503,9.21916375,9.35771936,9.49122929,9.61969198,9.74318080,9.86181891,9.97576155,10.08518371,10.19027144,10.29121571,10.38820818,10.48143826,10.57109111,10.65734628,10.74037691,10.82034915,10.89742201,10.97174718,11.04346912,11.11272522,11.17964592,11.24435500,11.30696977,11.36760140,11.42635514,11.48333059,11.53862198,11.59231844,11.64450420,11.69525888,11.74465769,11.79277167,11.83966788,11.88540960,11.93005655,11.97366503,12.01628813,12.05797587,12.09877536,12.13873096,12.17788440,12.21627496,12.25393955,12.29091285,12.32722744,12.36291390,12.39800093,12.43251543,12.46648262,12.49992612,12.53286805,12.56532911,12.59732866,12.62888478,12.66001439,12.69073328,12.72105618,12.75099686,12.78056813,12.80978197,12.83864951,12.86718114,12.89538654,12.92327472,12.95085405,12.97813236,13.00511691,13.03181447,13.05823134,13.08437339,13.11024608,13.13585451,13.16120341,13.18629722,13.21114008,13.23573583,13.26008809,13.28420024,13.30807544,13.33171667
7.93057015,7.75676677,7.59190275,7.44620401,7.33412962,7.27234807,7.27324313,7.33735511,7.45305122,7.60380785,7.77492344,7.95581358,8.13960115,8.32204226,8.50060392,8.67382957,8.84093432,9.00155232,9.15557942,9.30307426,9.44419560,9.57916204,9.70822596,9.83165667,9.94972934,10.06271786,10.17089035,10.27450623,10.37381462,10.46905338,10.56044874,10.64821529,10.73255612,10.81366321,10.89171780,10.96689093,11.03934388,11.10922871,11.17668874,11.24185906,11.30486695,11.36583238,11.42486839,11.48208149,11.53757205,11.59143464,11.64375835,11.69462711,11.74411997,11.79231139,11.83927147,11.88506620,11.92975768,11.97340434,12.01606114,12.05777973,12.09860868,12.13859360,12.17777732,12.21620005,12.25389950,12.29091103,12.32726779,12.36300083,12.39813920,12.43271009,12.46673895,12.50024952,12.53326403,12.56580318,12.59788633,12.62953151,12.66075554,12.69157406,12.72200168,12.75205196,12.78173753,12.81107013,12.84006069,12.86871934,12.89705551,12.92507794,12.95279478,12.98021355,13.00734128,13.03418445,13.06074912,13.08704088,13.11306496,13.13882619,13.16432907,13.18957779,13.21457626,13.23932811,13.26383674,13.28810531,13.31213680,13.33593398
7.77185593,7.56115442,7.34998539,7.14879350,6.97848208,6.87457778,6.87389871,6.97797964,7.15138229,7.35805100,7.57623162,7.79483066,8.00844588,8.21452686,8.41196731,8.60041086,8.77989778,8.95067835,9.11311095,9.26760481,9.41458742,9.55448580,9.68771588,9.81467666,9.93574727,10.05128576,10.16162892,10.26709279,10.36797345,10.46454802,10.55707580,10.64579938,10.73094571,10.81272720,10.89134271,10.96697849,11.03980905,11.10999798,11.17769868,11.24305512,11.30620236,11.36726726,11.42636894,11.48361930,11.53912347,11.59298026,11.64528252,11.69611750,11.74556723,11.79370877,11.84061453,11.88635253,11.93098668,11.97457695,12.01717968,12.05884770,12.09963059,12.13957482,12.17872394,12.21711876,12.25479747,12.29179583,12.32814725,12.36388298,12.39903223,12.43362223,12.46767842,12.50122451,12.53428259,12.56687325,12.59901565,12.63072760,12.66202568,12.69292528,12.72344070,12.75358521,12.78337112,12.81280986,12.84191200,12.87068735,12.89914500,12.92729336,12.95514021,12.98269277,13.00995771,13.03694119,13.06364895,13.09008627,13.11625806,13.14216886,13.16782289,13.19322405,13.21837598,13.24328206,13.26794543,13.29236902,13.31655558,13.34050767
7.67294578,7.43183877,7.17719669,6.91200383,6.64882130,6.44027150,6.43543130,6.64200266,6.90955238,7.18166753,7.44448200,7.69438942,7.93071385,8.15376377,8.36419905,8.56279314,8.75033537,8.92758928,9.09527544,9.25406532,9.40458070,9.54739541,9.68303833,9.81199670,9.93471962,10.05162127,10.16308402,10.26946131,10.37108015,10.46824355,10.56123256,10.65030822,10.73571324,10.81767357,10.89639972,10.97208809,11.04492201,11.11507279,11.18270065,11.24795549,11.31097768,11.37189872,11.43084187,11.48792268,11.54324954,11.59692412,11.64904183,11.69969216,11.74895912,11.79692151,11.84365326,11.88922371,11.93369789,11.97713678,12.01959751,12.06113360,12.10179517,12.14162914,12.18067940,12.21898698,12.25659023,12.29352495,12.32982458,12.36552030,12.40064116,12.43521424,12.46926474,12.50281611,12.53589015,12.56850710,12.60068577,12.63244360,12.66379677,12.69476025,12.72534793,12.75557265,12.78544628,12.81497981,12.84418339,12.87306639,12.90163746,12.92990458,12.95787513,12.98555590,13.01295316,13.04007270,13.06691984,13.09349952,13.11981628,13.14587432,13.17167751,13.19722946,13.22253347,13.24759265,13.27240985,13.29698773,13.32132878,13.34543533
7.65831294,7.40807606,7.13952744,6.85089125,6.54126345,6.22077732,6.20819480,6.53085782,6.84672388,7.14318081,7.42046631,7.67991217,7.92294965,8.15093072,8.36509184,8.56655261,8.75632405,8.93531924,9.10436394,9.26420625,9.41552541,9.55893943,9.69501187,9.82425774,9.94714865,10.06411738,10.17556180,10.28184839,10.38331532,10.48027515,10.57301721,10.66180975,10.74690183,10.82852495,10.90689460,10.98221155,11.05466307,11.12442397,11.19165760,11.25651670,11.31914415,11.37967373,11.43823071,11.49493248,11.54988902,11.60320345,11.65497242,11.70528654,11.75423077,11.80188472,11.84832300,11.89361555,11.93782785,11.98102120,12.02325301,12.06457697,12.10504326,12.14469880,12.18358741,12.22174997,12.25922464,12.29604697,12.33225008,12.36786480,12.40291979,12.43744171,12.47145530,12.50498353,12.53804769,12.57066750,12.60286124,12.63464580,12.66603680,12.69704867,12.72769473,12.75798725,12.78793757,12.81755611,12.84685248,12.87583552,12.90451335,12.93289345,12.96098269,12.98878737,13.01631329,13.04356579,13.07054975,13.09726967,13.12372969,13.14993361,13.17588494,13.20158690,13.22704248,13.25225443,13.27722531,13.30195748,13.32645314,13.35071436
7.73588411,7.50340533,7.26244993,7.02026569,6.79690736,6.64376498,6.64139360,6.79337676,7.02048733,7.26927497,7.51832959,7.75965045,7.99030610,8.20940645,8.41694006,8.61328618,8.79899370,8.97467514,9.14095409,9.29843899,9.44771027,9.58931477,9.72376393,9.85153405,9.97306773,10.08877576,10.19903926,10.30421184,10.40462176,10.50057394,10.59235181,10.68021906,10.76442123,10.84518713,10.92273021,10.99724970,11.06893170,11.13795022,11.20446799,11.26863732,11.33060082,11.39049208,11.44843627,11.50455068,11.55894527,11.61172311,11.66298081,11.71280892,11.76129231,11.80851048,11.85453790,11.89944430,11.94329493,11.98615083,12.02806908,12.06910299,12.10930235,12.14871365,12.18738019,12.22534235,12.26263773,12.29930128,12.33536552,12.37086064,12.40581463,12.44025348,12.47420124,12.50768016,12.54071084,12.57331229,12.60550205,12.63729630,12.66870994,12.69975671,12.73044921,12.76079904,12.79081684,12.82051239,12.84989463,12.87897177,12.90775131,12.93624014,12.96444454,12.99237026,13.02002255,13.04740622,13.07452567,13.10138491,13.12798761,13.15433715,13.18043661,13.20628880,13.23189635,13.25726163,13.28238687,13.30727410,13.33192523,13.35634202
7.89108536,7.69240932,7.49771052,7.31831814,7.17338371,7.08955484,7.08991162,7.17544427,7.32421664,7.50948342,7.71150348,7.91835983,8.12340940,8.32309138,8.51558224,8.70003737,8.87616845,9.04400484,9.20375606,9.35573111,9.50029018,9.63781560,9.76869424,9.89330688,10.01202209,10.12519265,10.23315387,10.33622290,10.43469876,10.52886274,10.61897914,10.70529601,10.78804610,10.86744769,10.94370552,11.01701160,11.08754606,11.15547786,11.22096554,11.28415788,11.34519448,11.40420638,11.46131655,11.51664040,11.57028622,11.62235562,11.67294390,11.72214042,11.77002893,11.81668792,11.86219089,11.90660663,11.94999947,11.99242956,12.03395310,12.07462250,12.11448669,12.15359124,12.19197857,12.22968816,12.26675669,12.30321820,12.33910427,12.37444417,12.40926498,12.44359173,12.47744755,12.51085377,12.54383006,12.57639452,12.60856379,12.64035316,12.67177666,12.70284716,12.73357643,12.76397524,12.79405343,12.82382000,12.85328313,12.88245030,12.91132831,12.93992334,12.96824102,12.99628648,13.02406434,13.05157885,13.07883383,13.10583276,13.13257881,13.15907487,13.18532355,13.21132725,13.23708816,13.26260827,13.28788944,13.31293335,13.33774157,13.36231557
8.09792875,7.93539932,7.78396504,7.65310051,7.55498599,7.50238489,7.50410946,7.56055895,7.66351246,7.80037472,7.95880112,8.12900618,8.30406850,8.47939503,8.65205976,8.82026485,8.98295742,9.13957149,9.28985777,9.43377187,9.57140088,9.70291474,9.82853402,9.94850831,10.06310192,10.17258423,10.27722335,10.37728193,10.47301458,10.56466615,10.65247092,10.73665209,10.81742171,10.89498081,10.96951964,11.04121804,11.11024583,11.17676324,11.24092137,11.30286264,11.36272119,11.42062334,11.47668797,11.53102691,11.58374531,11.63494196,11.68470969,11.73313560,11.78030140,11.82628368,11.87115418,11.91498005,11.95782407,11.99974490,12.04079729,12.08103229,12.12049746,12.15923705,12.19729220,12.23470109,12.27149915,12.30771917,12.34339152,12.37854422,12.41320317,12.44739222,12.48113332,12.51444666,12.54735078,12.57986267,12.61199788,12.64377065,12.67519396,12.70627967,12.73703858,12.76748049,12.79761433,12.82744819,12.85698941,12.88624461,12.91521981,12.94392041,12.97235131,13.00051693,13.02842122,13.05606777,13.08345979,13.11060019,13.13749159,13.16413632,13.19053652,13.21669411,13.24261084,13.26828827,13.29372787,13.31893095,13.34389874,13.36863237
8.33244860,8.20152922,8.08414891,7.98697390,7.91729353,7.88169135,7.88424919,7.92515122,8.00061340,8.10418404,8.22853464,8.36684341,8.51347293,8.66410289,8.81558409,8.96570343,9.11295445,9.25634730,9.39526287,9.52934506,9.65842273,9.78245380,9.90148533,10.01562499,10.12502084,10.22984680,10.33029230,10.42655500,10.51883554,10.60733386,10.69224668,10.77376571,10.85207649,10.92735766,10.99978050,11.06950872,11.13669837,11.20149791,11.26404834,11.32448333,11.38292949,11.43950656,11.49432768,11.54749965,11.59912316,11.64929304,11.69809857,11.74562364,11.79194706,11.83714275,11.88127998,11.92442359,11.96663423,12.00796849,12.04847920,12.08821553,12.12722326,12.16554491,12.20321991,12.24028484,12.27677349,12.31271712,12.34814455,12.38308232,12.41755485,12.45158456,12.48519200,12.51839600,12.55121374,12.58366092,12.61575183,12.64749947,12.67891562,12.71001098,12.74079523,12.77127709,12.80146444,12.83136436,12.86098323,12.89032675,12.91940003,12.94820764,12.97675365,13.00504171,13.03307504,13.06085651,13.08838870,13.11567385,13.14271398,13.16951089,13.19606617,13.22238123,13.24845734,13.27429563,13.29989715,13.32526282,13.35039350,13.37528997
8.57777440,8.47239954,8.38056420,8.30675625,8.25541291,8.23021009,8.23329196,8.26474293,8.32255886,8.40313105,8.50200346,8.61459778,8.73671872,8.86480798,8.99600744,9.12811153,9.25947135,9.38888853,9.51551747,9.63878282,9.75831326,9.87388984,9.98540626,10.09283886,10.19622389,10.29564048,10.39119786,10.48302578,10.57126739,10.65607393,10.73760072,10.81600428,10.89144017,10.96406138,11.03401726,11.10145266,11.16650742,11.22931602,11.29000731,11.34870446,11.40552490,11.46058035,11.51397690,11.56581510,11.61619012,11.66519186,11.71290516,11.75940990,11.80478124,11.84908975,11.89240160,11.93477877,11.97627919,12.01695692,12.05686238,12.09604244,12.13454068,12.17239748,12.20965025,12.24633357,12.28247931,12.31811686,12.35327321,12.38797315,12.42223937,12.45609260,12.48955178,12.52263413,12.55535531,12.58772951,12.61976957,12.65148710,12.68289253,12.71399524,12.74480365,12.77532529,12.80556686,12.83553434,12.86523301,12.89466758,12.92384218,12.95276045,12.98142557,13.00984035,13.03800722,13.06592830,13.09360543,13.12104019,13.14823398,13.17518797,13.20190319,13.22838053,13.25462076,13.28062455,13.30639249,13.33192511,13.35722289,13.38228626
